Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour_of_Day
1030,1,0,1,4,0,1,5,3,5,2,7,2,5,7,0,3,0,4,8,2,3,0,0,1,0,2,1,2,5,12,2,22
1030,1,0,1,4,0,2,7,3,2,3,7,1,5,7,0,3,0,4,8,2,3,0,0,1,1,2,0,2,5,0,2,22
1030,1,0,1,4,0,0,5,3,0,2,7,1,5,7,0,3,0,4,8,2,3,0,3,2,5,3,0,2,5,0,2,22
265,5,0,1,1,0,0,0,3,5,3,7,4,5,7,0,0,3,2,8,2,1,0,3,2,5,3,1,2,5,16,2,8
265,5,3,1,4,0,1,8,4,5,3,7,2,5,7,0,0,3,2,1,2,1,0,0,0,2,2,0,2,5,10,2,8
632,4,0,1,4,0,3,5,0,4,2,9,6,3,0,0,0,3,2,8,1,1,4,2,0,3,1,0,2,5,12,2,15
465,4,0,1,4,0,4,10,3,5,2,6,2,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,1,1,12
465,4,1,1,4,0,3,3,3,5,3,6,2,5,7,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,0,1,12
827,6,0,1,1,2,2,0,3,5,2,7,2,5,0,0,0,3,2,8,2,3,4,0,1,0,2,6,2,5,10,2,18
827,6,0,1,1,0,3,0,3,3,2,7,1,5,0,0,0,3,2,2,2,3,2,1,0,3,2,6,2,5,3,2,18
827,6,0,1,4,0,0,7,3,5,2,6,2,5,0,0,0,3,2,8,2,3,2,1,0,3,2,6,2,5,11,2,18
600,0,0,1,5,3,6,17,3,1,3,6,4,5,1,0,0,3,2,8,1,1,2,0,1,0,2,6,2,5,3,2,14
475,5,2,1,2,2,2,3,3,5,2,7,2,5,1,3,0,3,2,8,2,1,2,3,2,5,3,6,2,5,9,2,12
475,5,0,1,1,0,1,9,3,5,2,7,2,5,1,0,0,3,2,8,2,1,2,3,2,5,3,6,2,5,10,2,12
649,1,0,1,5,3,6,9,0,5,3,9,2,5,0,0,0,3,2,8,1,1,7,0,0,0,2,6,5,5,10,2,15
801,4,0,1,5,3,6,7,3,0,2,7,4,5,1,0,0,3,2,8,1,1,3,0,1,1,2,3,5,5,10,2,18
644,4,0,1,2,2,0,7,3,5,2,6,4,5,1,0,0,3,2,8,2,1,5,0,1,0,2,3,2,5,0,2,15
644,4,1,1,4,0,0,7,3,1,2,6,4,5,1,2,0,3,2,2,2,1,2,3,2,5,3,6,2,5,0,2,15
563,2,2,1,4,0,0,9,4,5,3,7,4,5,2,0,0,3,2,8,2,1,2,3,2,5,3,6,5,5,9,2,13
563,2,0,1,4,0,3,5,3,5,3,7,5,5,2,0,0,3,2,8,2,1,2,0,1,3,2,0,2,5,1,2,13
933,0,0,1,4,0,0,7,3,3,3,7,4,5,0,5,0,0,2,8,2,2,2,3,2,5,3,6,5,5,12,2,20
933,0,2,1,2,2,3,9,3,5,2,6,5,5,0,3,0,0,2,8,2,2,2,0,1,1,1,6,5,5,9,2,20
933,0,2,1,4,0,3,7,3,3,2,6,2,5,0,0,0,0,2,6,2,2,2,0,0,0,2,6,5,5,3,2,20
703,3,2,1,4,0,0,4,3,5,2,7,2,3,1,5,0,3,2,8,2,1,2,3,2,5,3,2,2,5,3,2,16
703,3,1,1,4,0,0,7,3,3,2,2,6,5,1,0,0,3,2,8,2,1,7,3,2,5,3,1,2,5,5,2,16
995,3,1,1,2,0,1,7,0,5,2,4,4,5,1,2,0,0,2,2,2,2,2,0,1,0,2,3,2,5,11,2,21
995,3,0,1,4,0,1,7,1,1,3,7,4,5,1,0,0,0,2,8,2,2,2,3,2,5,3,0,2,5,12,2,21
314,6,0,1,4,0,0,8,3,2,2,7,2,5,7,0,0,3,2,8,2,1,4,0,1,0,2,6,5,5,3,2,9
314,6,0,1,1,0,2,0,3,0,3,6,4,7,7,0,0,3,2,8,2,1,0,3,2,5,3,2,2,5,9,2,9
605,0,1,1,4,0,2,7,3,5,2,7,1,5,7,0,0,3,2,2,1,1,9,0,1,0,2,6,5,5,3,1,14
384,0,1,1,4,0,0,5,3,5,2,1,4,3,0,0,0,3,2,2,2,1,2,2,0,1,2,0,2,5,12,2,10
384,0,1,1,1,1,2,10,0,5,2,7,2,3,0,2,0,3,2,8,2,1,2,3,2,5,3,0,2,5,1,2,10
810,1,0,1,4,0,1,0,0,2,2,2,2,5,0,0,0,3,2,8,2,1,2,0,1,1,2,0,2,5,0,2,18
810,1,0,1,1,0,2,8,3,5,3,9,4,5,0,0,0,3,2,2,2,1,2,0,1,0,2,0,2,5,12,2,18
862,5,0,1,4,0,3,5,3,2,2,6,2,9,3,0,0,3,2,2,2,1,2,0,1,0,2,0,2,5,3,2,19
862,5,1,1,4,0,3,9,3,1,2,7,2,5,3,0,0,3,2,8,2,1,2,0,0,1,2,0,2,5,9,2,19
437,2,2,1,1,2,1,7,0,1,3,6,4,5,1,0,0,3,2,8,3,3,2,3,2,5,3,0,2,5,10,2,11
437,2,1,1,1,0,2,5,3,5,3,6,6,5,1,0,0,3,2,8,3,3,2,1,0,1,2,0,2,5,0,2,11
437,2,1,1,4,2,0,8,3,5,2,7,1,0,1,0,0,3,2,2,3,3,1,2,1,1,2,3,2,6,0,2,11
437,2,0,1,1,0,3,7,3,5,2,9,4,5,1,0,0,3,2,8,3,3,1,3,2,5,3,2,2,5,10,2,11
538,4,0,1,4,0,2,5,3,5,2,1,1,5,1,0,0,3,2,3,2,1,1,0,1,3,2,0,2,5,0,2,13
538,4,1,1,4,0,1,12,3,5,2,2,4,5,1,0,0,3,2,8,2,1,3,0,1,4,2,0,2,5,3,2,13
489,5,0,1,1,0,3,0,3,5,2,7,1,5,5,0,3,3,4,2,2,1,2,2,1,4,2,3,2,2,0,2,12
489,5,2,1,4,0,1,0,3,5,2,7,4,5,5,2,3,3,4,8,2,1,2,2,1,0,2,0,2,6,10,2,12
480,0,0,1,1,0,3,14,3,5,2,7,2,5,7,0,0,3,2,8,2,1,12,1,1,0,2,0,2,5,1,2,12
480,0,1,1,4,0,3,7,0,5,2,9,6,5,7,0,0,3,2,8,2,1,2,0,0,0,2,0,2,5,10,2,12
728,3,1,1,4,0,1,5,3,3,2,12,6,5,7,0,0,3,2,8,2,1,4,3,2,5,3,2,2,5,4,2,16
728,3,1,1,4,0,3,5,3,3,2,2,2,5,7,0,0,3,2,8,2,1,2,3,2,5,3,6,2,5,10,2,16
816,1,4,0,4,0,3,3,3,3,2,7,6,5,1,4,0,3,2,3,2,1,2,0,0,0,2,0,2,5,16,2,18
816,1,1,1,4,0,4,14,3,4,3,7,2,5,1,3,0,3,2,3,2,1,2,0,0,1,2,0,2,5,5,2,18
511,4,1,1,4,2,3,9,3,1,3,6,4,5,2,3,0,3,2,0,2,1,2,3,2,5,3,0,2,5,11,2,13
511,4,0,1,2,1,3,0,3,1,3,6,2,5,2,0,0,3,2,0,2,1,5,0,0,0,2,0,2,5,9,2,13
552,6,0,1,4,0,2,9,3,1,2,7,4,5,1,0,0,3,2,0,2,1,2,3,2,5,3,0,2,5,1,2,13
552,6,1,1,1,3,6,5,3,4,2,3,4,5,1,2,0,3,2,0,2,1,2,0,0,0,2,6,5,5,0,2,13
836,1,0,1,4,0,2,0,3,1,3,7,4,5,0,0,0,0,2,0,2,1,2,3,2,5,3,0,2,5,1,2,18
836,1,1,1,4,0,2,5,3,5,3,7,2,5,0,0,0,0,2,0,2,1,9,0,1,1,2,0,2,5,5,2,18
408,4,1,1,4,2,4,5,3,5,3,7,4,5,1,0,0,3,2,0,1,4,2,0,1,0,2,0,2,5,12,2,11
408,4,1,1,4,0,2,8,4,5,3,7,0,5,1,0,0,3,2,0,1,4,2,3,2,5,3,0,2,5,12,2,11
408,4,1,1,1,0,1,7,0,5,2,7,2,6,1,2,0,3,2,0,1,4,1,2,0,0,2,3,2,5,0,2,11
408,4,1,1,4,2,1,0,3,3,2,3,2,5,1,0,0,3,2,0,1,4,3,2,0,1,2,6,5,0,1,2,11
671,5,2,1,1,0,1,0,4,3,2,7,2,5,1,0,0,3,2,0,1,1,1,1,0,2,2,0,2,5,1,1,15
624,6,2,1,4,2,1,4,3,5,2,7,1,5,1,0,0,3,2,0,1,1,5,0,1,0,2,3,2,5,0,2,15
906,3,1,1,4,0,3,1,3,1,2,7,2,6,7,0,0,0,2,5,2,1,2,3,2,5,3,0,2,5,0,2,20
906,3,3,1,4,0,1,0,3,5,3,6,2,5,7,0,0,0,2,6,2,1,2,0,0,1,2,1,2,5,7,2,20
839,6,1,1,4,0,0,5,3,5,3,9,2,5,0,0,3,0,2,0,2,1,2,0,1,2,2,0,2,5,16,1,18
839,6,1,1,4,0,1,4,3,1,2,7,2,5,0,0,3,0,2,6,2,1,7,1,1,2,2,3,2,5,0,1,18
671,3,2,1,4,0,0,4,3,5,3,9,2,5,5,0,0,3,2,0,1,2,1,3,2,5,3,6,5,5,5,2,15
671,3,2,1,4,0,2,0,3,5,3,7,4,5,5,0,0,3,2,0,1,2,2,0,1,0,2,0,2,5,3,2,15
1053,6,2,1,4,0,2,17,3,1,3,9,0,5,0,0,0,0,2,8,2,3,2,3,2,5,3,0,2,5,9,2,23
1053,6,2,1,1,2,1,0,3,5,3,6,2,5,0,2,0,0,2,4,2,3,2,0,1,4,2,0,2,5,10,2,23
1053,6,1,1,1,0,4,10,3,2,3,6,2,6,0,0,0,0,2,3,2,3,7,3,2,5,3,6,2,5,12,2,23
228,1,0,1,5,3,6,9,3,5,3,6,0,5,7,0,0,3,2,3,2,1,2,0,0,0,2,6,5,5,17,1,7
228,1,0,1,4,0,3,7,3,5,3,1,2,5,7,0,0,3,2,6,2,1,8,3,2,5,3,0,2,5,0,1,7
638,3,1,1,2,0,0,0,3,5,3,7,2,5,1,0,0,3,2,0,2,1,5,0,1,4,2,6,2,5,10,0,15
638,3,1,1,4,2,2,0,3,5,3,7,6,5,1,2,0,3,2,0,2,1,2,2,1,0,2,6,2,5,9,0,15
667,1,0,1,4,0,0,10,3,2,3,7,2,5,1,0,0,3,2,4,2,1,7,0,1,4,1,3,2,5,12,2,15
667,1,0,1,4,0,3,10,3,5,3,7,0,5,1,0,0,3,2,3,2,1,2,0,0,1,2,3,2,5,12,2,15
340,3,2,1,4,0,4,0,3,1,2,7,4,7,0,0,0,3,2,0,2,1,2,3,2,5,3,6,2,5,10,2,9
340,3,2,1,1,0,1,7,3,1,2,6,2,5,0,0,0,3,2,0,2,1,7,0,0,3,2,0,2,5,10,2,9
768,4,0,1,4,0,2,8,3,3,2,6,2,5,7,0,0,3,2,1,3,1,2,3,2,5,3,2,2,5,16,2,17
768,4,0,1,1,0,2,5,3,5,2,6,1,5,7,0,0,3,2,8,3,1,12,0,1,0,2,1,2,5,5,2,17
768,4,1,1,4,2,0,0,3,3,2,9,0,5,7,0,0,3,2,8,3,1,2,3,2,5,3,0,2,5,1,2,17
949,3,0,1,4,0,2,0,0,4,2,1,2,5,1,0,0,0,2,1,2,1,2,0,1,0,2,0,2,5,0,2,20
949,3,2,1,5,1,6,5,3,5,2,2,0,5,1,4,0,0,2,8,2,1,2,1,0,3,2,1,2,5,3,2,20
979,4,0,1,2,0,1,17,3,5,2,6,4,5,7,0,0,0,2,2,2,2,2,2,1,1,2,0,2,6,9,2,21
979,4,1,1,4,0,0,7,3,5,2,7,2,5,7,0,0,0,2,8,2,2,1,2,1,4,2,0,2,1,9,2,21
902,1,0,1,4,0,2,0,3,5,3,9,6,3,7,0,0,0,2,8,2,1,2,0,0,1,2,0,2,5,1,2,19
902,1,0,1,4,0,1,0,3,5,2,12,6,5,7,0,0,0,2,8,2,1,2,3,2,5,3,0,2,5,12,2,19
684,1,0,1,4,0,5,0,3,0,2,6,2,5,0,0,0,3,2,6,2,1,2,0,0,1,2,6,2,5,2,2,16
684,1,2,1,4,0,3,0,3,3,2,7,6,5,0,0,0,3,2,8,2,1,7,3,2,5,3,6,2,5,5,2,16
644,1,1,1,4,0,3,5,3,5,2,7,2,5,0,0,0,3,2,8,1,1,9,3,2,5,3,6,2,5,1,2,15
1060,4,3,1,4,0,2,7,1,1,3,6,2,7,1,2,0,2,2,8,1,4,2,0,1,0,2,6,2,5,3,1,23
1060,4,3,1,2,0,1,8,3,5,3,6,2,5,1,0,0,2,2,1,1,4,2,3,2,5,3,6,2,5,10,1,23
1060,4,3,1,2,2,1,14,3,2,3,7,4,5,1,0,0,2,2,8,1,4,2,0,0,0,2,6,2,5,0,1,23
1060,4,3,1,4,0,4,7,3,2,2,6,2,5,1,0,0,2,2,2,1,4,2,0,0,1,1,6,5,5,10,1,23
906,1,2,1,4,2,3,8,3,1,2,4,2,5,7,0,0,1,2,8,3,1,1,3,2,5,3,3,5,5,10,2,20
906,1,1,1,4,0,3,14,3,5,2,6,4,5,7,0,0,1,2,6,3,1,2,3,2,5,3,3,2,5,7,2,20
906,1,1,1,1,0,1,5,3,5,3,7,4,5,7,0,0,1,2,8,3,1,2,0,1,0,2,6,2,5,16,2,20
785,0,0,1,4,0,1,0,3,3,3,7,2,5,0,0,0,3,2,8,2,1,2,0,1,1,2,6,5,5,3,2,17
785,0,1,1,5,0,3,17,3,5,3,6,2,5,0,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,5,2,17
795,1,1,1,1,0,2,0,4,5,3,2,5,5,0,0,0,3,2,8,1,1,2,0,1,1,2,6,5,5,9,2,18
733,0,0,1,4,0,4,0,3,5,3,6,6,5,1,0,0,3,2,8,1,1,2,1,0,4,2,6,5,5,17,2,17
47,2,4,0,1,0,4,16,3,5,3,9,6,5,0,0,0,0,2,2,2,3,2,3,2,5,3,6,5,5,5,2,1
47,2,0,1,4,0,4,17,3,5,2,1,2,5,0,0,0,0,2,8,2,3,2,3,2,5,3,2,2,5,1,2,1
47,2,0,1,4,0,2,14,0,2,3,7,6,5,0,0,0,0,2,8,2,3,2,0,1,0,2,1,2,5,0,2,1
47,2,0,1,4,2,2,0,3,5,2,2,4,5,0,0,0,0,2,2,2,3,2,3,2,5,3,3,2,5,10,2,1
821,6,1,1,2,2,2,0,3,5,2,7,1,5,1,0,3,0,4,2,2,1,7,0,1,1,2,0,2,5,10,2,18
821,6,0,1,4,0,2,0,3,3,2,7,2,5,1,2,3,0,4,8,2,1,2,1,0,1,2,6,5,5,12,2,18
669,0,0,1,4,0,1,8,3,2,3,2,4,5,7,0,0,3,2,8,3,1,9,3,2,5,3,2,2,5,9,2,15
669,0,1,1,1,0,2,5,3,5,3,6,2,6,7,5,0,3,2,8,3,1,2,3,2,5,3,6,5,5,9,2,15
669,0,0,1,4,0,1,5,3,5,3,6,0,5,7,0,0,3,2,8,3,1,2,2,0,4,2,0,2,7,7,2,15
483,5,0,1,4,0,4,0,1,2,2,2,2,5,3,0,0,3,2,2,1,1,2,1,0,1,2,0,2,5,0,1,12
303,1,3,1,1,0,1,5,1,1,2,7,4,7,0,0,0,3,2,8,2,1,2,1,0,3,2,0,2,5,0,2,8
303,1,2,1,4,0,1,5,3,5,2,7,4,5,0,0,0,3,2,8,2,1,7,3,2,5,3,0,2,5,12,2,8
758,2,1,1,4,0,1,5,3,5,2,2,4,5,1,0,3,3,2,8,1,1,2,3,2,5,3,0,2,5,1,2,17
34,3,0,1,4,0,2,5,3,2,2,4,2,6,1,0,0,0,2,8,1,3,9,0,0,0,2,0,2,5,1,2,0
34,3,0,1,4,0,2,0,3,5,2,6,4,5,1,0,0,0,2,8,1,3,2,0,1,2,2,0,2,5,3,2,0
34,3,0,1,4,0,6,0,3,5,2,12,4,5,1,0,0,0,2,8,1,3,2,0,1,0,2,0,2,5,0,2,0
641,6,1,1,4,2,2,0,3,5,2,7,4,5,0,0,0,3,2,2,1,1,2,0,1,1,2,3,2,5,1,2,15
814,2,3,1,4,0,1,10,3,5,2,2,1,5,7,3,3,0,4,8,2,1,2,2,0,4,1,2,2,0,5,2,18
814,2,0,1,4,0,4,0,3,5,2,6,4,5,7,0,3,0,4,1,2,1,2,0,1,1,2,0,2,5,3,2,18
146,0,1,1,4,0,0,10,3,5,2,7,6,3,1,0,3,2,2,2,1,1,1,3,2,5,3,0,2,5,10,1,5
467,2,0,1,4,0,4,10,3,1,2,7,6,5,0,0,0,3,2,2,1,1,3,0,1,0,2,3,2,5,12,2,12
1008,0,1,1,4,0,3,0,3,5,3,7,2,5,1,0,0,0,2,8,1,1,2,3,2,5,3,0,2,5,12,2,22
181,0,1,1,4,0,4,4,3,1,3,7,1,5,0,0,3,0,4,6,2,1,9,2,1,3,2,0,2,6,12,1,6
181,0,1,1,4,0,1,0,3,3,2,2,2,6,0,0,3,0,4,8,2,1,2,0,1,0,2,0,2,5,0,1,6
767,4,3,1,4,0,0,5,0,1,2,9,2,5,1,0,3,0,2,8,1,2,11,3,2,5,3,2,2,5,9,1,17
767,4,3,1,1,0,2,7,3,1,2,6,2,6,1,0,3,0,2,8,1,2,2,0,1,3,2,6,2,5,3,1,17
116,0,0,1,4,2,4,8,3,1,2,7,2,5,7,0,3,0,4,8,1,4,2,3,2,5,3,0,2,5,5,2,4
116,0,0,1,4,0,4,4,3,1,2,6,2,6,7,0,3,0,4,8,1,4,2,2,1,1,1,0,2,1,1,2,4
116,0,0,1,6,0,4,6,3,1,2,7,2,5,7,0,3,0,4,8,1,4,2,0,1,1,2,0,2,5,12,2,4
116,0,0,1,4,0,0,8,3,0,2,2,4,5,7,0,3,0,4,8,1,4,9,3,2,5,3,0,2,5,1,2,4
667,2,0,1,1,2,2,4,3,5,2,6,2,5,7,0,0,3,2,8,1,1,9,3,2,5,3,0,2,5,4,2,15
294,0,3,1,4,0,1,4,3,5,2,7,2,5,0,0,3,3,4,2,1,1,2,0,1,1,2,0,2,5,9,2,8
16,3,0,1,4,2,4,0,3,5,2,7,2,5,7,0,0,0,2,8,2,2,1,0,1,0,2,0,2,5,12,2,0
16,3,1,1,6,0,2,0,3,3,3,12,2,5,7,0,0,0,2,8,2,2,1,0,1,0,2,6,5,5,10,2,0
16,3,1,1,6,0,2,7,3,5,2,2,0,6,7,0,0,0,2,8,2,2,2,3,2,5,3,0,2,5,3,2,0
7,3,0,1,4,0,2,7,3,5,3,12,4,5,1,4,3,0,5,8,2,1,5,0,1,0,2,0,2,5,0,2,0
7,3,0,1,4,0,1,0,3,1,2,9,0,5,1,0,3,0,5,1,2,1,7,0,1,1,2,3,2,5,12,2,0
641,2,4,0,4,0,3,15,4,5,3,6,2,5,7,0,0,3,0,8,2,2,2,3,2,5,3,0,2,5,12,2,15
641,2,1,1,4,0,2,7,3,5,3,6,4,5,7,0,0,3,0,8,2,2,1,0,1,3,2,6,5,5,10,2,15
641,2,1,1,4,0,3,15,0,2,2,2,2,5,7,0,0,3,0,8,2,2,1,3,2,5,3,6,2,5,4,2,15
703,2,3,1,4,0,1,4,3,1,3,9,4,5,7,0,3,0,4,8,2,1,7,2,1,3,2,0,2,6,3,2,16
703,2,3,1,4,0,4,0,3,5,2,6,6,5,7,0,3,0,4,8,2,1,9,0,1,1,2,6,5,5,3,2,16
41,0,3,1,4,0,4,7,3,1,2,9,1,5,7,0,0,0,2,8,2,2,3,0,1,0,2,0,2,5,1,2,1
41,0,1,1,4,2,2,0,3,1,2,7,2,5,7,4,0,0,2,2,2,2,2,1,1,0,2,2,2,5,3,2,1
889,1,2,1,4,0,1,0,0,1,2,7,2,5,0,0,3,2,2,8,2,3,2,1,0,0,2,2,2,5,0,2,19
889,1,1,1,1,0,4,0,3,5,2,9,2,5,0,0,3,2,2,8,2,3,2,3,2,5,3,3,2,5,3,2,19
889,1,1,1,4,0,1,0,3,2,2,4,4,5,0,0,3,2,2,8,2,3,2,1,0,3,2,0,2,5,3,2,19
858,5,0,1,4,0,2,5,3,1,2,7,4,3,0,0,3,0,2,8,2,1,7,3,2,5,3,0,2,5,5,2,19
858,5,0,1,2,0,3,7,3,0,2,6,4,5,0,0,3,0,2,8,2,1,2,2,0,1,1,0,2,5,3,2,19
781,2,2,1,2,0,3,8,1,1,2,7,2,7,1,0,3,0,4,8,2,1,2,0,1,1,2,6,5,5,10,2,17
781,2,0,1,4,0,2,8,0,0,3,7,4,5,1,0,3,0,4,8,2,1,2,3,2,5,3,6,5,5,3,2,17
978,3,1,1,1,0,0,0,3,5,2,7,2,5,7,0,0,0,2,8,2,1,2,0,1,1,2,0,2,5,4,2,21
978,3,1,1,1,0,2,3,3,1,2,7,0,5,7,5,0,0,2,6,2,1,1,0,1,4,2,2,2,5,16,2,21
613,1,2,1,4,0,2,0,3,5,1,6,4,5,7,4,0,3,2,8,2,2,2,3,2,5,3,0,2,5,10,2,14
613,1,2,1,4,0,0,10,0,0,2,7,2,5,7,0,0,3,2,8,2,2,2,3,2,5,3,6,5,5,3,2,14
613,1,0,1,4,2,2,5,4,5,3,13,6,5,7,0,0,3,2,8,2,2,2,0,1,0,1,0,2,5,12,2,14
773,3,1,1,2,2,3,10,1,5,2,7,2,5,0,0,3,0,2,2,2,1,2,1,1,0,2,0,2,5,12,2,17
773,3,2,1,5,2,4,7,3,3,3,7,6,3,0,0,3,0,2,8,2,1,7,3,2,5,3,1,2,5,12,2,17
998,2,0,1,6,2,2,5,3,5,3,6,4,5,0,1,3,0,4,8,2,1,3,0,0,1,2,6,5,5,12,2,21
998,2,0,1,0,0,3,5,3,5,2,6,1,5,0,5,3,0,4,8,2,1,2,0,1,1,2,4,2,5,10,2,21
224,5,0,1,2,0,4,3,3,3,2,2,6,5,7,0,3,3,2,2,2,1,2,1,0,4,2,0,2,5,9,2,7
224,5,1,1,4,0,0,8,3,5,2,6,0,5,7,0,3,3,2,8,2,1,2,1,0,4,2,3,2,5,10,2,7
389,6,1,1,4,0,3,8,3,3,2,6,6,5,1,0,3,3,3,8,1,1,2,1,1,1,2,3,2,5,0,2,10
525,6,1,1,4,2,3,5,3,5,2,6,2,5,1,0,3,3,4,8,2,3,2,0,0,1,2,0,2,5,0,2,13
525,6,1,1,4,0,3,5,3,5,2,6,1,5,1,2,3,3,4,8,2,3,2,0,0,0,2,6,5,5,11,2,13
525,6,1,1,4,0,5,0,3,1,2,9,4,5,1,0,3,3,4,2,2,3,9,0,1,4,2,0,2,5,9,2,13
429,4,0,1,4,0,0,7,3,3,2,9,6,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,0,2,11
429,4,0,1,3,2,0,17,3,2,3,9,4,5,7,0,0,3,2,8,2,1,4,3,2,5,3,3,2,5,10,2,11
881,6,0,1,4,2,4,7,3,2,3,6,0,5,0,0,3,2,4,8,2,1,2,0,0,0,2,0,2,5,12,2,19
881,6,0,1,4,2,0,0,3,5,2,9,2,3,0,0,3,2,4,8,2,1,2,3,2,5,3,6,2,5,1,2,19
326,0,1,1,4,2,1,8,0,5,2,7,2,5,1,0,3,3,2,8,2,1,2,0,1,0,2,0,2,5,10,1,9
326,0,0,1,5,2,2,0,0,4,2,7,2,5,1,0,3,3,2,1,2,1,2,0,1,1,1,6,5,5,10,1,9
575,6,0,1,5,2,3,9,3,5,3,7,2,9,1,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,7,2,14
575,6,2,1,4,2,1,0,3,5,2,12,0,5,1,0,0,3,2,8,2,1,3,0,1,3,2,6,5,5,11,2,14
566,0,1,1,1,2,3,7,3,5,2,12,0,5,7,0,3,3,2,2,2,1,3,3,2,5,3,3,3,5,0,2,14
566,0,1,1,6,2,2,9,3,1,2,12,4,5,7,0,3,3,2,8,2,1,3,0,1,0,2,0,2,5,10,2,14
1002,5,4,0,5,2,6,14,3,5,2,9,1,5,0,3,3,0,2,8,2,1,4,3,2,5,3,0,2,5,3,2,22
1002,5,2,1,4,2,2,5,3,5,2,7,4,5,0,0,3,0,2,1,2,1,2,0,0,1,2,2,2,5,10,2,22
197,4,0,1,4,2,4,5,3,5,2,6,2,5,7,0,3,0,8,8,2,1,11,3,2,5,3,6,5,5,1,2,7
197,4,1,1,4,2,1,5,3,2,2,7,2,5,7,0,3,0,8,8,2,1,9,3,2,5,3,6,5,5,16,2,7
225,4,0,1,1,0,1,0,3,3,2,12,4,5,7,0,3,0,4,1,2,1,1,0,1,4,2,2,2,5,3,2,7
225,4,1,1,4,0,1,5,3,2,2,7,0,5,7,0,3,0,4,1,2,1,2,1,0,2,2,0,2,5,9,2,7
287,6,1,1,4,0,1,17,3,1,2,4,2,5,7,0,3,3,4,1,2,2,2,3,2,5,3,0,2,5,10,2,8
287,6,1,1,4,0,2,9,3,1,2,7,2,5,7,0,3,3,4,2,2,2,2,0,0,0,2,6,5,5,16,2,8
679,5,2,1,4,0,2,0,3,5,2,6,2,5,7,0,3,3,2,8,1,1,9,3,2,5,3,0,2,5,3,1,16
1002,0,0,1,4,0,3,14,3,5,2,7,2,5,7,0,3,0,4,8,2,3,7,3,2,5,3,6,5,5,3,1,22
1002,0,0,1,1,0,2,0,3,5,2,7,2,5,7,0,3,0,4,8,2,3,3,0,1,1,2,0,2,5,9,1,22
1002,0,0,1,4,0,2,5,1,3,2,5,4,5,7,0,3,0,4,8,2,3,4,2,0,0,1,0,2,0,3,1,22
1002,0,0,1,4,0,3,7,3,5,2,7,6,5,7,0,3,0,4,8,2,3,2,3,2,5,3,6,5,5,4,1,22
111,2,0,1,1,2,6,8,3,3,2,9,2,5,7,0,3,0,8,8,1,1,2,0,1,0,2,6,5,5,0,2,3
326,5,2,1,4,2,2,17,3,3,3,6,2,5,0,0,0,3,2,1,6,1,2,1,0,1,2,6,5,5,10,2,9
326,5,4,0,4,0,2,5,3,5,3,6,0,5,0,0,0,3,2,2,6,1,2,0,0,3,2,6,5,5,10,2,9
326,5,4,0,4,0,4,0,4,1,3,3,1,9,0,0,0,3,2,8,6,1,2,3,2,5,3,2,2,5,1,2,9
326,5,4,0,5,3,6,10,3,5,3,4,2,5,0,0,0,3,2,8,6,1,2,3,2,5,3,3,2,5,5,2,9
326,5,4,0,4,0,2,0,3,1,2,7,4,5,0,0,0,3,2,8,6,1,2,3,2,5,3,6,5,5,1,2,9
326,5,4,0,4,0,2,5,3,5,3,6,4,5,0,0,0,3,2,8,6,1,2,0,1,1,2,4,2,5,0,2,9
245,4,3,1,4,0,3,9,3,5,2,6,6,5,7,0,3,3,4,9,2,2,2,0,1,1,2,2,2,5,9,2,7
245,4,0,1,2,0,3,6,3,5,3,9,2,5,7,0,3,3,4,8,2,2,4,3,2,5,3,0,2,5,10,2,7
919,5,0,1,4,0,3,9,3,5,3,9,5,5,2,4,3,2,4,8,2,1,3,0,1,1,2,2,2,5,1,2,20
919,5,0,1,4,0,3,5,3,5,2,12,2,5,2,5,3,2,4,8,2,1,2,3,2,5,3,0,2,5,9,2,20
743,5,0,1,4,0,3,0,0,5,2,7,2,5,7,0,3,0,2,8,2,2,3,0,1,0,2,2,2,5,10,2,17
743,5,1,1,4,0,3,5,0,5,2,0,4,5,7,0,3,0,2,8,2,2,2,1,0,0,1,6,2,5,4,2,17
743,5,1,1,4,0,2,14,3,5,2,6,6,5,7,0,3,0,2,8,2,2,3,3,2,5,3,0,2,5,4,2,17
649,2,4,0,4,0,1,8,3,5,2,2,2,5,7,0,3,3,2,8,2,2,11,0,1,1,2,0,2,5,9,2,15
649,2,0,1,4,0,4,0,0,5,2,2,2,5,7,0,3,3,2,8,2,2,2,3,2,5,3,3,2,5,9,2,15
